Year,Variable,Municipio,GeoCode,Value
2020,Tasa de paro,Villanueva de Córdoba,14069.0,21.77
2020,Tasa de paro,Villanueva del Duque,14070.0,24.37
2020,Tasa de paro,Villanueva del Rey,14071.0,31.37
2020,Tasa de paro,Villaralto,14072.0,23.51
2020,Tasa de paro,Villaviciosa de Córdoba,14073.0,28.21
2020,Tasa de paro,"Viso, El",14074.0,25.39
2020,Tasa de paro,Zuheros,14075.0,24.38
2020,Tasa de paro,Fuente Carreteros,14901.0,
2020,Tasa de paro,"Guijarrosa, La",14902.0,
2020,Tasa de paro,Agrón,18001.0,32.97
2020,Tasa de paro,Alamedilla,18002.0,26.63
2020,Tasa de paro,Albolote,18003.0,23.5
2020,Tasa de paro,Albondón,18004.0,22.84
2020,Tasa de paro,Albuñán,18005.0,21.35
2020,Tasa de paro,Albuñol,18006.0,16.97
2020,Tasa de paro,Albuñuelas,18007.0,27.15
2020,Tasa de paro,Aldeire,18010.0,26.99
2020,Tasa de paro,Alfacar,18011.0,24.7
2020,Tasa de paro,Algarinejo,18012.0,24.28
2020,Tasa de paro,Alhama de Granada,18013.0,17.0
2020,Tasa de paro,Alhendín,18014.0,24.65
2020,Tasa de paro,Alicún de Ortega,18015.0,24.91
2020,Tasa de paro,Almegíjar,18016.0,22.05
2020,Tasa de paro,Almuñécar,18017.0,29.32
2020,Tasa de paro,Alquife,18018.0,22.65
2020,Tasa de paro,Arenas del Rey,18020.0,25.92
2020,Tasa de paro,Armilla,18021.0,26.82
2020,Tasa de paro,Atarfe,18022.0,27.37
2020,Tasa de paro,Baza,18023.0,21.81
2020,Tasa de paro,Beas de Granada,18024.0,19.52
2020,Tasa de paro,Beas de Guadix,18025.0,30.98
2020,Tasa de paro,Benalúa,18027.0,34.58
2020,Tasa de paro,Benalúa de las Villas,18028.0,17.21
2020,Tasa de paro,Benamaurel,18029.0,23.77
2020,Tasa de paro,Bérchules,18030.0,20.17
2020,Tasa de paro,Bubión,18032.0,28.88
2020,Tasa de paro,Busquístar,18033.0,31.55
2020,Tasa de paro,Cacín,18034.0,21.84
2020,Tasa de paro,Cádiar,18035.0,25.11
2020,Tasa de paro,Cájar,18036.0,21.64
2020,Tasa de paro,Calicasas,18037.0,23.26
2020,Tasa de paro,Campotéjar,18038.0,19.47
2020,Tasa de paro,Caniles,18039.0,21.66
2020,Tasa de paro,Cáñar,18040.0,33.67
2020,Tasa de paro,Capileira,18042.0,22.2
2020,Tasa de paro,Carataunas,18043.0,33.89
2020,Tasa de paro,Cástaras,18044.0,14.95
2020,Tasa de paro,Castilléjar,18045.0,25.74
2020,Tasa de paro,Castril,18046.0,22.97
2020,Tasa de paro,Cenes de la Vega,18047.0,26.24
2020,Tasa de paro,Cijuela,18048.0,25.36
2020,Tasa de paro,Cogollos de Guadix,18049.0,27.3
2020,Tasa de paro,Cogollos de la Vega,18050.0,26.26
2020,Tasa de paro,Colomera,18051.0,23.63
2020,Tasa de paro,Cortes de Baza,18053.0,27.6
2020,Tasa de paro,Cortes y Graena,18054.0,25.84
2020,Tasa de paro,Cúllar,18056.0,21.17
2020,Tasa de paro,Cúllar Vega,18057.0,24.61
2020,Tasa de paro,Chauchina,18059.0,24.54
2020,Tasa de paro,Chimeneas,18061.0,25.46
2020,Tasa de paro,Churriana de la Vega,18062.0,25.56
2020,Tasa de paro,Darro,18063.0,32.5
2020,Tasa de paro,Dehesas de Guadix,18064.0,20.12
2020,Tasa de paro,Dehesas Viejas,18065.0,21.23
2020,Tasa de paro,Deifontes,18066.0,28.26
2020,Tasa de paro,Diezma,18067.0,26.25
2020,Tasa de paro,Dílar,18068.0,23.07
2020,Tasa de paro,Dólar,18069.0,18.32
2020,Tasa de paro,Dúdar,18070.0,17.7
2020,Tasa de paro,Dúrcal,18071.0,29.73
2020,Tasa de paro,Escúzar,18072.0,25.62
2020,Tasa de paro,Ferreira,18074.0,16.23
2020,Tasa de paro,Fonelas,18076.0,28.51
2020,Tasa de paro,Fornes,18077.0,
2020,Tasa de paro,Freila,18078.0,23.13
2020,Tasa de paro,Fuente Vaqueros,18079.0,32.77
2020,Tasa de paro,Galera,18082.0,27.22
2020,Tasa de paro,Gobernador,18083.0,18.95
2020,Tasa de paro,Gójar,18084.0,23.19
2020,Tasa de paro,Gor,18085.0,22.81
2020,Tasa de paro,Gorafe,18086.0,36.43
2020,Tasa de paro,Granada,18087.0,28.4
2020,Tasa de paro,Guadahortuna,18088.0,33.26
2020,Tasa de paro,Guadix,18089.0,24.99
2020,Tasa de paro,Gualchos,18093.0,14.67
2020,Tasa de paro,Güéjar Sierra,18094.0,23.1
2020,Tasa de paro,Güevéjar,18095.0,29.01
2020,Tasa de paro,Huélago,18096.0,29.15
2020,Tasa de paro,Huéneja,18097.0,19.23
2020,Tasa de paro,Huéscar,18098.0,23.03
2020,Tasa de paro,Huétor de Santillán,18099.0,25.17
2020,Tasa de paro,Huétor Tájar,18100.0,20.37
2020,Tasa de paro,Huétor Vega,18101.0,22.04
2020,Tasa de paro,Íllora,18102.0,24.24
2020,Tasa de paro,Ítrabo,18103.0,23.16
2020,Tasa de paro,Iznalloz,18105.0,30.57
2020,Tasa de paro,Játar,18106.0,12.34
2020,Tasa de paro,Jayena,18107.0,28.8
2020,Tasa de paro,Jérez del Marquesado,18108.0,31.59
2020,Tasa de paro,Jete,18109.0,19.64
2020,Tasa de paro,Jun,18111.0,21.87
2020,Tasa de paro,Juviles,18112.0,23.91
2020,Tasa de paro,"Calahorra, La",18114.0,27.77
2020,Tasa de paro,Láchar,18115.0,27.12
2020,Tasa de paro,Lanjarón,18116.0,31.2
2020,Tasa de paro,Lanteira,18117.0,24.98
2020,Tasa de paro,Lecrín,18119.0,22.84
2020,Tasa de paro,Lentegí,18120.0,24.54
2020,Tasa de paro,Lobras,18121.0,15.97
2020,Tasa de paro,Loja,18122.0,23.57
2020,Tasa de paro,Lugros,18123.0,18.32
2020,Tasa de paro,Lújar,18124.0,11.95
2020,Tasa de paro,"Malahá, La",18126.0,26.83
2020,Tasa de paro,Maracena,18127.0,25.5
2020,Tasa de paro,Marchal,18128.0,29.86
2020,Tasa de paro,Moclín,18132.0,23.8
2020,Tasa de paro,Molvízar,18133.0,26.89
2020,Tasa de paro,Monachil,18134.0,26.26
2020,Tasa de paro,Montefrío,18135.0,19.5
2020,Tasa de paro,Montejícar,18136.0,20.95
2020,Tasa de paro,Montillana,18137.0,18.7
2020,Tasa de paro,Moraleda de Zafayona,18138.0,20.57
2020,Tasa de paro,Motril,18140.0,24.5
2020,Tasa de paro,Murtas,18141.0,24.21
2020,Tasa de paro,Nigüelas,18143.0,23.51
2020,Tasa de paro,Nívar,18144.0,21.32
2020,Tasa de paro,Ogíjares,18145.0,22.34
2020,Tasa de paro,Orce,18146.0,22.33
2020,Tasa de paro,Órgiva,18147.0,32.72
2020,Tasa de paro,Otívar,18148.0,19.76
2020,Tasa de paro,Villa de Otura,18149.0,24.0
2020,Tasa de paro,Padul,18150.0,27.71
2020,Tasa de paro,Pampaneira,18151.0,25.15
2020,Tasa de paro,Pedro Martínez,18152.0,29.82
2020,Tasa de paro,Peligros,18153.0,24.91
2020,Tasa de paro,"Peza, La",18154.0,27.3
2020,Tasa de paro,Pinos Genil,18157.0,18.65
2020,Tasa de paro,Pinos Puente,18158.0,36.41
2020,Tasa de paro,Píñar,18159.0,23.54
2020,Tasa de paro,Polícar,18161.0,18.05
2020,Tasa de paro,Polopos,18162.0,15.05
2020,Tasa de paro,Pórtugos,18163.0,21.6
2020,Tasa de paro,Puebla de Don Fadrique,18164.0,20.74
2020,Tasa de paro,Pulianas,18165.0,28.25
2020,Tasa de paro,Purullena,18167.0,29.52
2020,Tasa de paro,Quéntar,18168.0,30.08
2020,Tasa de paro,Rubite,18170.0,22.36
2020,Tasa de paro,Salar,18171.0,24.52
2020,Tasa de paro,Salobreña,18173.0,28.53
2020,Tasa de paro,Santa Cruz del Comercio,18174.0,17.63
2020,Tasa de paro,Santa Fe,18175.0,32.31
2020,Tasa de paro,Soportújar,18176.0,18.22
2020,Tasa de paro,Sorvilán,18177.0,21.96
2020,Tasa de paro,Torre-Cardela,18178.0,24.74
2020,Tasa de paro,Torvizcón,18179.0,27.45
2020,Tasa de paro,Trevélez,18180.0,20.36
2020,Tasa de paro,Turón,18181.0,15.17
2020,Tasa de paro,Ugíjar,18182.0,28.43
2020,Tasa de paro,Válor,18183.0,26.94
2020,Tasa de paro,Vélez de Benaudalla,18184.0,23.8
2020,Tasa de paro,Ventas de Huelma,18185.0,24.68
2020,Tasa de paro,Villanueva de las Torres,18187.0,35.16
2020,Tasa de paro,Villanueva Mesía,18188.0,18.72
2020,Tasa de paro,Víznar,18189.0,20.61
2020,Tasa de paro,Zafarraya,18192.0,15.56
2020,Tasa de paro,"Zubia, La",18193.0,24.31
2020,Tasa de paro,Zújar,18194.0,22.78
2020,Tasa de paro,"Taha, La",18901.0,31.3
2020,Tasa de paro,"Valle, El",18902.0,25.45
2020,Tasa de paro,Nevada,18903.0,30.53
2020,Tasa de paro,Alpujarra de la Sierra,18904.0,20.68
2020,Tasa de paro,"Gabias, Las",18905.0,26.73
2020,Tasa de paro,"Guájares, Los",18906.0,23.38
2020,Tasa de paro,Valle del Zalabí,18907.0,19.68
2020,Tasa de paro,Villamena,18908.0,26.27
2020,Tasa de paro,Morelábor,18909.0,23.12
2020,Tasa de paro,"Pinar, El",18910.0,30.72
2020,Tasa de paro,Vegas del Genil,18911.0,23.6
2020,Tasa de paro,Cuevas del Campo,18912.0,23.5
2020,Tasa de paro,Zagra,18913.0,20.57
2020,Tasa de paro,Valderrubio,18914.0,23.24
2020,Tasa de paro,Domingo Pérez de Granada,18915.0,26.26
2020,Tasa de paro,Torrenueva Costa,18916.0,
2020,Tasa de paro,Alájar,21001.0,34.04
2020,Tasa de paro,Aljaraque,21002.0,20.28
2020,Tasa de paro,"Almendro, El",21003.0,23.52
2020,Tasa de paro,Almonaster la Real,21004.0,22.04
2020,Tasa de paro,Almonte,21005.0,25.07
2020,Tasa de paro,Alosno,21006.0,28.62
2020,Tasa de paro,Aracena,21007.0,24.93
2020,Tasa de paro,Aroche,21008.0,24.57
2020,Tasa de paro,Arroyomolinos de León,21009.0,34.01
2020,Tasa de paro,Ayamonte,21010.0,26.13
2020,Tasa de paro,Beas,21011.0,23.42
2020,Tasa de paro,Berrocal,21012.0,17.27
2020,Tasa de paro,Bollullos Par del Condado,21013.0,23.13
2020,Tasa de paro,Bonares,21014.0,14.07
2020,Tasa de paro,Cabezas Rubias,21015.0,27.67
2020,Tasa de paro,Cala,21016.0,35.36
2020,Tasa de paro,Calañas,21017.0,26.5
2020,Tasa de paro,"Campillo, El",21018.0,28.28
2020,Tasa de paro,Campofrío,21019.0,25.85
2020,Tasa de paro,Cañaveral de León,21020.0,31.85
2020,Tasa de paro,Cartaya,21021.0,16.98
2020,Tasa de paro,Castaño del Robledo,21022.0,37.7
2020,Tasa de paro,"Cerro de Andévalo, El",21023.0,25.09
2020,Tasa de paro,Corteconcepción,21024.0,29.8
2020,Tasa de paro,Cortegana,21025.0,27.58
2020,Tasa de paro,Cortelazor,21026.0,33.94
2020,Tasa de paro,Cumbres de Enmedio,21027.0,38.89
2020,Tasa de paro,Cumbres de San Bartolomé,21028.0,27.72
2020,Tasa de paro,Cumbres Mayores,21029.0,29.8
2020,Tasa de paro,Chucena,21030.0,24.48
2020,Tasa de paro,Encinasola,21031.0,27.52
2020,Tasa de paro,Escacena del Campo,21032.0,21.19
2020,Tasa de paro,Fuenteheridos,21033.0,32.71
2020,Tasa de paro,Galaroza,21034.0,29.05
2020,Tasa de paro,Gibraleón,21035.0,23.1
2020,Tasa de paro,"Granada de Río-Tinto, La",21036.0,29.62
2020,Tasa de paro,"Granado, El",21037.0,23.3
2020,Tasa de paro,Higuera de la Sierra,21038.0,29.7
2020,Tasa de paro,Hinojales,21039.0,29.67
2020,Tasa de paro,Hinojos,21040.0,17.48
2020,Tasa de paro,Huelva,21041.0,28.94
2020,Tasa de paro,Isla Cristina,21042.0,31.3
2020,Tasa de paro,Jabugo,21043.0,31.52
2020,Tasa de paro,Lepe,21044.0,20.98
2020,Tasa de paro,Linares de la Sierra,21045.0,28.73
2020,Tasa de paro,Lucena del Puerto,21046.0,7.5
2020,Tasa de paro,Manzanilla,21047.0,26.41
2020,Tasa de paro,"Marines, Los",21048.0,33.51
2020,Tasa de paro,Minas de Riotinto,21049.0,25.81
2020,Tasa de paro,Moguer,21050.0,14.75
2020,Tasa de paro,"Nava, La",21051.0,38.34
2020,Tasa de paro,Nerva,21052.0,29.22
2020,Tasa de paro,Niebla,21053.0,26.3
2020,Tasa de paro,"Palma del Condado, La",21054.0,23.81
2020,Tasa de paro,Palos de la Frontera,21055.0,18.15
2020,Tasa de paro,Paterna del Campo,21056.0,23.53
2020,Tasa de paro,Paymogo,21057.0,28.2
2020,Tasa de paro,Puebla de Guzmán,21058.0,26.33
2020,Tasa de paro,Puerto Moral,21059.0,26.36
2020,Tasa de paro,Punta Umbría,21060.0,28.71
2020,Tasa de paro,Rociana del Condado,21061.0,23.32
2020,Tasa de paro,Rosal de la Frontera,21062.0,26.06
2020,Tasa de paro,San Bartolomé de la Torre,21063.0,17.92
2020,Tasa de paro,San Juan del Puerto,21064.0,22.74
2020,Tasa de paro,Sanlúcar de Guadiana,21065.0,24.86
2020,Tasa de paro,San Silvestre de Guzmán,21066.0,20.76
2020,Tasa de paro,Santa Ana la Real,21067.0,28.23
2020,Tasa de paro,Santa Bárbara de Casa,21068.0,25.93
2020,Tasa de paro,Santa Olalla del Cala,21069.0,28.87
2020,Tasa de paro,Trigueros,21070.0,25.01
2020,Tasa de paro,Valdelarco,21071.0,25.97
2020,Tasa de paro,Valverde del Camino,21072.0,24.22
2020,Tasa de paro,Villablanca,21073.0,16.93
2020,Tasa de paro,Villalba del Alcor,21074.0,29.99
2020,Tasa de paro,Villanueva de las Cruces,21075.0,23.11
2020,Tasa de paro,Villanueva de los Castillejos,21076.0,19.0
2020,Tasa de paro,Villarrasa,21077.0,24.3
2020,Tasa de paro,Zalamea la Real,21078.0,27.28
2020,Tasa de paro,Zufre,21079.0,28.61
2020,Tasa de paro,"Zarza-Perrunal, La",21902.0,
2020,Tasa de paro,Albanchez de Mágina,23001.0,23.46
2020,Tasa de paro,Alcalá la Real,23002.0,17.19
2020,Tasa de paro,Alcaudete,23003.0,19.91
2020,Tasa de paro,Aldeaquemada,23004.0,22.32
2020,Tasa de paro,Andújar,23005.0,30.25
2020,Tasa de paro,Arjona,23006.0,20.54
2020,Tasa de paro,Arjonilla,23007.0,22.2
2020,Tasa de paro,Arquillos,23008.0,21.92
2020,Tasa de paro,Baeza,23009.0,20.88
2020,Tasa de paro,Bailén,23010.0,30.92
2020,Tasa de paro,Baños de la Encina,23011.0,27.03
2020,Tasa de paro,Beas de Segura,23012.0,21.7
2020,Tasa de paro,Begíjar,23014.0,24.56
2020,Tasa de paro,Bélmez de la Moraleda,23015.0,26.08
2020,Tasa de paro,Benatae,23016.0,15.07
2020,Tasa de paro,Cabra del Santo Cristo,23017.0,22.79
2020,Tasa de paro,Cambil,23018.0,23.99
2020,Tasa de paro,Campillo de Arenas,23019.0,18.82
2020,Tasa de paro,Canena,23020.0,16.9
2020,Tasa de paro,Carboneros,23021.0,22.74
2020,Tasa de paro,"Carolina, La",23024.0,35.85
2020,Tasa de paro,Castellar,23025.0,20.37
2020,Tasa de paro,Castillo de Locubín,23026.0,16.27
2020,Tasa de paro,Cazalilla,23027.0,24.84
2020,Tasa de paro,Cazorla,23028.0,22.28
2020,Tasa de paro,Chiclana de Segura,23029.0,14.56
2020,Tasa de paro,Chilluévar,23030.0,22.71
2020,Tasa de paro,Escañuela,23031.0,22.45
2020,Tasa de paro,Espeluy,23032.0,27.53
2020,Tasa de paro,Frailes,23033.0,16.27
2020,Tasa de paro,Fuensanta de Martos,23034.0,20.17
2020,Tasa de paro,Fuerte del Rey,23035.0,18.76
2020,Tasa de paro,Génave,23037.0,20.77
